"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","long","lat","geo","agephGR","claimAm"
"32882",38,1150,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.43225386872835,50.8312370315462,"[0.27,0.36]","[38,51)",1426.3793415
"32885",51,1160,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL+++","<66",4.42757927977819,50.8102716488278,"[0.27,0.36]","[51,55)",149.67811026
"32888",36,1180,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",4.35081678346985,50.7896901067224,"[0.27,0.36]","[35,38)",70.401761036
"32894",59,1190,1,"2-5","Female","Petrol","Thrice","Professional","No","No","MTPL+","<66",4.31386712962784,50.8140156812764,"[0.27,0.36]","[59,63)",476.87277361
"32908",36,1435,2,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.61283303188374,50.6371394027381,"[0.12,0.19)","[35,38)",290.03542398
"32918",27,1700,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.22888188428036,50.8588926427259,"[0.19,0.27)","[26,29)",1426.3793415
"32924",40,1800,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.42325977156203,50.9301152847022,"[0.19,0.27)","[38,51)",509.96655916
"32935",39,2000,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[38,51)",66.608990107
"32939",73,2000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[73,95]",129.25168382
"32951",26,2000,2,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[26,29)",866.56139455
"32956",33,2150,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.4770413554788,51.19139706842,"[-0.0057,0.053)","[32,35)",70.798390675
"32958",34,2160,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",4.50852407082926,51.2065256193104,"[-0.0057,0.053)","[32,35)",70.376971683
"32984",24,2850,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",4.36259171724953,51.093596040484,"[0.053,0.12)","[17,26)",228.6817766
"32988",39,2890,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.22031760340238,51.0512119829752,"[0.053,0.12)","[38,51)",1426.3793415
"32992",68,2940,2,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",4.36648771538549,51.3282544759639,"[0.053,0.12)","[63,73)",844.15181991
"33003",38,3000,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.69711009441396,50.875853990503,"[-0.0057,0.053)","[38,51)",137.97753589
"33004",58,3020,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",4.63607599988287,50.9106469625209,"[0.053,0.12)","[55,59)",66.559411402
"33011",43,3270,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.96637773333286,50.9709445142846,"[-0.34,-0.24)","[38,51)",1926.7028426
"33026",54,3650,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",5.701599146337,51.0359568327859,"[-0.065,-0.0057)","[51,55)",3842.349634
"33035",30,4000,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",5.55794531964205,50.6472504606649,"[0.053,0.12)","[29,32)",235.49884853
"33036",62,4000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",5.55794531964205,50.6472504606649,"[0.053,0.12)","[59,63)",171.59189785
"33049",58,4000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",5.55794531964205,50.6472504606649,"[0.053,0.12)","[55,59)",110.36219723
"33050",59,4000,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","<66",5.55794531964205,50.6472504606649,"[0.053,0.12)","[59,63)",1426.3793415
"33056",53,4040,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","<66",5.61386419163438,50.679463671463,"[0.12,0.19)","[51,55)",20650.621345
"33061",50,4100,1,"0-1","Female","Petrol","Once","Private","No","No","MTPL+++","<66",5.50186115381436,50.5826294520542,"[-0.0057,0.053)","[38,51)",311.94921157
"33070",84,4170,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",5.57121267100746,50.4755771907065,"[-0.065,-0.0057)","[73,95]",1601.9623251
"33080",33,4300,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL+","<66",5.25641658834408,50.6940077564274,"[-0.12,-0.065)","[32,35)",3021.8716457
"33085",56,4400,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",5.43052557383088,50.5968883811021,"[-0.0057,0.053)","[55,59)",1164.1079923
"33087",28,4400,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","<66",5.43052557383088,50.5968883811021,"[-0.0057,0.053)","[26,29)",700.54710101
"33090",49,4420,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",5.51555386024849,50.6323311818112,"[0.053,0.12)","[38,51)",64.625841908
"33108",74,4537,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",5.29148265470409,50.6088074602824,"[-0.065,-0.0057)","[73,95]",1426.3793415
"33125",40,4630,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",5.72144710857839,50.6200781663159,"[0.12,0.19)","[38,51)",128.35926713
"33132",74,4670,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",5.72335528291672,50.6828639466705,"[0.12,0.19)","[73,95]",2177.595879
"33133",38,4670,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",5.72335528291672,50.6828639466705,"[0.12,0.19)","[38,51)",239.19246205
"33168",50,5060,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.61011609419531,50.4464320370395,"[-0.065,-0.0057)","[38,51)",1611.307911
"33170",40,5060,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.61011609419531,50.4464320370395,"[-0.065,-0.0057)","[38,51)",1491.0051835
"33178",44,5190,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",4.66580571859656,50.4717081306889,"[-0.065,-0.0057)","[38,51)",107.66015781
"33190",33,5380,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.97681614036154,50.5539324112234,"[-0.12,-0.065)","[32,35)",1928.8347269
"33202",51,6000,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[51,55)",145.01771199
"33205",59,6000,1,"0-1","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[59,63)",3021.8716457
"33207",61,6000,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[59,63)",129.25168382
"33212",46,6000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[38,51)",129.25168382
"33247",43,6600,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",5.75066349453559,50.0158679703908,"[-0.34,-0.24)","[38,51)",975.43623063
"33249",40,6700,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",5.75804187388387,49.6774378861817,"[-0.34,-0.24)","[38,51)",3165.996941
"33288",43,7140,1,"0-1","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.22552539188468,50.4567075884769,"[-0.0057,0.053)","[38,51)",161.97362909
"33291",46,7160,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+++","<66",4.27688256058523,50.4617476224452,"[-0.0057,0.053)","[38,51)",1426.3793415
"33298",57,7300,1,">10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",3.77824646658229,50.4290656311582,"[-0.065,-0.0057)","[55,59)",577.74064884
"33317",44,7500,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",3.37706096524916,50.5919722599019,"[-0.24,-0.18)","[38,51)",543.53134242
"33327",21,7620,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",3.38632579307631,50.5365562341129,"[-0.24,-0.18)","[17,26)",145.01771199
"33329",46,7700,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",3.21269124564125,50.7430600337696,"[-0.24,-0.18)","[38,51)",1426.3793415
"33331",22,7700,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",3.21269124564125,50.7430600337696,"[-0.24,-0.18)","[17,26)",1622.983696
"33332",51,7740,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",3.32560565773431,50.6906239633778,"[-0.24,-0.18)","[51,55)",1556.9944397
"33343",32,7860,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",3.81682341753955,50.7078824704401,"[-0.065,-0.0057)","[32,35)",227.26878351
"33388",55,8930,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",3.1440406490295,50.7925066548079,"[-0.24,-0.18)","[55,59)",195.24094011
"33392",25,8940,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",3.04585739222739,50.8101748441778,"[-0.24,-0.18)","[17,26)",61.502383496
"33410",22,9100,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.15147364814343,51.1709528094534,"[-0.0057,0.053)","[17,26)",147.59580465
"33411",49,9120,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.23202724485602,51.2121165945264,"[-0.0057,0.053)","[38,51)",184.45757178
"33415",51,9200,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",4.08039015031784,51.0276768601604,"[-0.0057,0.053)","[51,55)",150.37221213
"33437",26,9680,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",3.62810042797972,50.8050225347677,"[-0.065,-0.0057)","[26,29)",60.13896911
"33455",69,1030,1,">10","Female","Petrol","Monthly","Professional","No","No","MTPL","<66",4.37594298765491,50.861628614756,"[0.27,0.36]","[63,73)",5064.8117621
"33457",41,1040,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.38399890438787,50.8327802283559,"[0.27,0.36]","[38,51)",775.70841772
"33459",25,1050,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.36698754585594,50.8223371896674,"[0.27,0.36]","[17,26)",65.54304795
"33474",38,1360,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL","<66",4.77945260209844,50.6342458239849,"[-0.065,-0.0057)","[38,51)",145.01771199
"33482",37,1500,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.23008715447138,50.73042997031,"[0.19,0.27)","[35,38)",922.6101205
"33500",46,1800,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.42325977156203,50.9301152847022,"[0.19,0.27)","[38,51)",152.99988349
"33517",43,2000,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[38,51)",204.43778988
"33520",54,2000,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[51,55)",74.987791244
"33522",34,2000,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[32,35)",67.501406796
"33528",43,2275,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.82376584423205,51.2557382249684,"[-0.18,-0.12)","[38,51)",64.625841908
"33566",49,3000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",4.69711009441396,50.875853990503,"[-0.0057,0.053)","[38,51)",142.78667027
"33567",40,3090,2,"6-10","Female","Petrol","Monthly","Professional","No","No","MTPL+++","66-110",4.5222847584241,50.7713845246434,"[0.27,0.36]","[38,51)",4508.8361647
"33575",29,3270,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",4.96637773333286,50.9709445142846,"[-0.34,-0.24)","[29,32)",1400.1274173
"33578",29,3400,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",5.03080575507661,50.7643831704259,"[-0.18,-0.12)","[29,32)",1735.2546734
"33596",25,4000,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",5.55794531964205,50.6472504606649,"[0.053,0.12)","[17,26)",3156.6761445
"33598",24,4040,1,"6-10","Female","Gasoil","Thrice","Private","No","No","MTPL+","<66",5.61386419163438,50.679463671463,"[0.12,0.19)","[17,26)",110.36219723
"33607",54,4280,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",5.06281297898305,50.6661849212145,"[-0.18,-0.12)","[51,55)",140.35731373
"33617",35,4430,1,"0-1","Female","Petrol","Once","Private","No","No","MTPL+","66-110",5.51798032575764,50.6581120546497,"[0.053,0.12)","[35,38)",1426.3793415
"33651",43,5377,2,"2-5","Female","Petrol","Thrice","Private","No","No","MTPL+","66-110",5.3080237092595,50.2996564209555,"[-0.24,-0.18)","[38,51)",53266.939184
"33657",66,5600,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",4.5773034931529,50.1692598978524,"[-0.24,-0.18)","[63,73)",150.37221213
"33673",50,6000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","66-110",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[38,51)",901.01859449
"33675",35,6000,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[35,38)",1155.2829829
"33677",42,6000,1,"6-10","Female","Gasoil","Once","Private","Yes","No","MTPL+","66-110",4.43835321997811,50.4167840517472,"[-0.065,-0.0057)","[38,51)",1502.3587069
"33707",47,7000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",3.95800977971852,50.4563515240065,"[-0.065,-0.0057)","[38,51)",1623.8513234
"33714",53,7060,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",4.03739807470075,50.5905348603939,"[-0.0057,0.053)","[51,55)",64.625841908
"33717",32,7070,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",4.09549327567135,50.5073469092229,"[-0.0057,0.053)","[32,35)",7259.8345559
"33775",33,7800,1,"6-10","Female","Petrol","Once","Private","Yes","No","MTPL+++","<66",3.77463463604493,50.634778132839,"[-0.065,-0.0057)","[32,35)",1426.3793415
"33781",42,7950,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","<66",3.77570848203353,50.5685339788809,"[-0.065,-0.0057)","[38,51)",1426.3793415
"33787",45,8020,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",3.21965613232945,51.1194243918425,"[-0.12,-0.065)","[38,51)",69.757237871
"33788",23,8210,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",3.14516959072792,51.1315296968253,"[-0.12,-0.065)","[17,26)",88.497988344
"33791",81,8370,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",3.12985636682048,51.3003384691408,"[-0.065,-0.0057)","[73,95]",139.16742481
"33794",32,8400,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",2.91536169402608,51.2099253319109,"[-0.12,-0.065)","[32,35)",68.294666075
"33813",28,8800,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",3.1234319200656,50.9364726572039,"[-0.18,-0.12)","[26,29)",201.76053981
"33832",55,9000,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",3.70785832481243,51.058541399203,"[0.053,0.12)","[55,59)",62.692272415
"33867",32,9850,1,">10","Female","Petrol","Once","Professional","No","No","MTPL","<66",3.54313886404999,51.0579070395952,"[-0.0057,0.053)","[32,35)",1363.4143863
"33898",44,1180,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.35081678346985,50.7896901067224,"[0.27,0.36]","[38,51)",1986.8666011
"33900",45,1300,3,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",4.58592524602753,50.7155592420248,"[0.19,0.27)","[38,51)",4942.1788353
"33910",42,1430,2,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","66-110",4.11956847894509,50.6713328107476,"[0.053,0.12)","[38,51)",452839.39722
"33917",29,1480,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",4.1798051296423,50.6900779075629,"[0.12,0.19)","[29,32)",122.65771606
"33934",30,1840,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",4.26609190918735,51.0107327182937,"[0.12,0.19)","[29,32)",1466.8851435
"33943",45,2000,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","66-110",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[38,51)",2360.1942494
"33944",61,2000,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[59,63)",72.979853693
"33958",25,2500,1,"2-5","Female","Petrol","Once","Professional","No","No","MTPL","66-110",4.56316100367517,51.118455195352,"[-0.065,-0.0057)","[17,26)",67.501406796
"33962",34,2550,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.43430600489173,51.1236333026485,"[-0.0057,0.053)","[32,35)",819.13936326
"33964",27,2800,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",4.454124308395,51.0351939813162,"[0.053,0.12)","[26,29)",3156.6761445
"33971",38,2860,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",4.50434938521201,51.0642558026519,"[-0.0057,0.053)","[38,51)",1191.4010694
"33988",36,3110,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",4.71941440311475,50.9568298940267,"[-0.12,-0.065)","[35,38)",1611.307911
"33989",44,3120,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",4.69876470187158,50.9941119639176,"[-0.12,-0.065)","[38,51)",145.01771199
"33998",55,3220,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",4.77676242419174,50.9206994585489,"[-0.12,-0.065)","[55,59)",2091.8990875
"34005",33,3545,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+","<66",5.08349591899807,50.9501365395407,"[-0.24,-0.18)","[32,35)",1659.622359
"34006",31,3580,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",5.21215568298976,51.0466961611483,"[-0.34,-0.24)","[29,32)",144.32361012
"34020",42,3920,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL","<66",5.29162869862039,51.2255908120033,"[-0.34,-0.24)","[38,51)",1426.3793415
"34027",66,4000,1,"6-10","Female","Petrol","Thrice","Private","No","No","MTPL+","66-110",5.55794531964205,50.6472504606649,"[0.053,0.12)","[63,73)",223.1041723
"34033",30,4040,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",5.61386419163438,50.679463671463,"[0.12,0.19)","[29,32)",64.625841908
"34038",34,4100,3,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",5.50186115381436,50.5826294520542,"[-0.0057,0.053)","[32,35)",2110.8381528
"34048",38,4430,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",5.51798032575764,50.6581120546497,"[0.053,0.12)","[38,51)",953.72075786
"34053",29,4450,2,"6-10","Female","Petrol","Once","Professional","No","No","MTPL+","66-110",5.5308895166779,50.7160763134502,"[0.053,0.12)","[29,32)",502.00917702
"34059",43,4630,1,"0-1","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",5.72144710857839,50.6200781663159,"[0.12,0.19)","[38,51)",100.00024789
"34063",30,4680,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",5.61229943758136,50.7111902026717,"[0.12,0.19)","[29,32)",129.25168382
"34066",26,4800,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",5.84550187660407,50.5845922911916,"[0.053,0.12)","[26,29)",121.76529937
"34092",47,5670,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","66-110",4.61463498322163,50.0539541800951,"[-0.34,-0.24)","[38,51)",339.61412894
"34104",60,6200,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+","<66",4.51150406008508,50.3970732789273,"[-0.065,-0.0057)","[59,63)",1301.0443754
"34106",58,6220,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",4.51778910397083,50.471001630796,"[-0.0057,0.053)","[55,59)",93.852488479
"34133",49,7060,1,"6-10","Female","Gasoil","Twice","Private","Yes","No","MTPL+","<66",4.03739807470075,50.5905348603939,"[-0.0057,0.053)","[38,51)",140.0598415
"34143",35,7140,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",4.22552539188468,50.4567075884769,"[-0.0057,0.053)","[35,38)",73.029432398
"34154",26,7610,1,"6-10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",3.29564577614672,50.5527514546505,"[-0.24,-0.18)","[26,29)",145.01771199
"34165",29,7800,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",3.77463463604493,50.634778132839,"[-0.065,-0.0057)","[29,32)",65.54304795
"34166",53,7800,1,"6-10","Female","Gasoil","Once","Professional","No","No","MTPL+++","<66",3.77463463604493,50.634778132839,"[-0.065,-0.0057)","[51,55)",145.01771199
"34187",48,8500,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",3.26599388353309,50.815477076916,"[-0.24,-0.18)","[38,51)",131.97851259
"34197",24,8800,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","66-110",3.1234319200656,50.9364726572039,"[-0.18,-0.12)","[17,26)",4090.2431588
"34241",66,1000,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+++","<66",4.35648860980085,50.8448425917282,"[0.27,0.36]","[63,73)",64.625841908
"34244",46,1000,5,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.35648860980085,50.8448425917282,"[0.27,0.36]","[38,51)",6414.7159512
"34254",50,1030,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.37594298765491,50.861628614756,"[0.27,0.36]","[38,51)",2900.7508695
"34258",45,1040,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.38399890438787,50.8327802283559,"[0.27,0.36]","[38,51)",1528.4371057
"34259",34,1040,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.38399890438787,50.8327802283559,"[0.27,0.36]","[32,35)",1227.2960518
"34264",45,1050,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.36698754585594,50.8223371896674,"[0.27,0.36]","[38,51)",150.37221213
"34265",30,1050,1,"6-10","Female","Petrol","Once","Private","Yes","No","MTPL+++","<66",4.36698754585594,50.8223371896674,"[0.27,0.36]","[29,32)",1426.3793415
"34269",33,1060,2,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.33373499047421,50.8295895980367,"[0.27,0.36]","[32,35)",1571.3970535
"34276",26,1070,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.28236800836164,50.828966025416,"[0.27,0.36]","[26,29)",389.46551677
"34302",58,1090,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.31078921454173,50.8815967223894,"[0.27,0.36]","[55,59)",583.11993832
"34308",45,1140,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",4.39800321795429,50.8700916075595,"[0.27,0.36]","[38,51)",4.9578704955
"34330",46,1180,1,">10","Female","Petrol","Once","Private","Yes","No","MTPL","<66",4.35081678346985,50.7896901067224,"[0.27,0.36]","[38,51)",1426.3793415
"34338",36,1200,2,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",4.42080939297641,50.8479830681241,"[0.27,0.36]","[35,38)",141.81988552
"34351",35,1340,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",4.55665434320569,50.6715249679214,"[0.19,0.27)","[35,38)",212.59348685
"34361",25,1370,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.8499760349528,50.7285635536772,"[-0.12,-0.065)","[17,26)",1041.152804
"34378",45,1420,1,"6-10","Female","Petrol","Once","Private","Yes","No","MTPL+","<66",4.34807966197807,50.6919826162582,"[0.27,0.36]","[38,51)",150.86799918
"34397",30,1480,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",4.1798051296423,50.6900779075629,"[0.12,0.19)","[29,32)",66.559411402
"34402",24,1480,2,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.1798051296423,50.6900779075629,"[0.12,0.19)","[17,26)",298.76127606
"34406",43,1495,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",4.51619684484435,50.5625287920868,"[0.12,0.19)","[38,51)",1473.8757409
"34408",43,1500,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",4.23008715447138,50.73042997031,"[0.19,0.27)","[38,51)",5434.247482
"34415",35,1600,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.23246686783407,50.780776338751,"[0.19,0.27)","[35,38)",1255.0105479
"34429",48,1745,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",4.16993617018987,50.9624557563308,"[0.053,0.12)","[38,51)",431.78094145
"34432",45,1770,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",4.08333660286802,50.8657220801283,"[0.053,0.12)","[38,51)",80.937235838
"34463",49,1850,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.37431869355624,50.9405750893572,"[0.19,0.27)","[38,51)",3021.8716457
"34464",40,1850,1,"0-1","Female","Petrol","Twice","Private","No","No","MTPL","<66",4.37431869355624,50.9405750893572,"[0.19,0.27)","[38,51)",1909.3998746
"34467",42,1910,1,">10","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",4.5501416252917,50.9413086584938,"[0.12,0.19)","[38,51)",67.079987804
"34472",40,1930,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",4.47633267521075,50.8828444979588,"[0.27,0.36]","[38,51)",137.97753589
"34488",45,2000,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[38,51)",867.62733671
"34503",31,2000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.38841775874899,51.2155085462307,"[-0.0057,0.053)","[29,32)",150.37221213
"34510",42,2150,1,">10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",4.4770413554788,51.19139706842,"[-0.0057,0.053)","[38,51)",1426.3793415
"34519",58,2220,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.71751524496154,51.0672507729471,"[-0.18,-0.12)","[55,59)",71.988279594
"34520",30,2230,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",4.87213413041148,51.0472837877412,"[-0.24,-0.18)","[29,32)",1426.3793415
"34525",29,2260,1,"0-1","Female","Petrol","Once","Private","No","No","MTPL+++","<66",4.87160810532346,51.1066048082396,"[-0.24,-0.18)","[29,32)",3021.8716457
"34531",43,2300,3,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",4.92965095915282,51.3289979169485,"[-0.18,-0.12)","[38,51)",4894.4097531
"34544",67,2470,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",5.0665635019517,51.2671389534667,"[-0.34,-0.24)","[63,73)",1239.4676239
"34575",26,2800,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",4.454124308395,51.0351939813162,"[0.053,0.12)","[26,29)",129.00379029
